customer_id,recency,frequency,monetary,tenure,aov,avg_inter_purchase_time,target_revenue,dataset_type
65,77,10,1302.6599999999999,415,130.266,37.55555555555556,216.85,train
66,12,10,506.83,435,50.683,47.0,111.54,train
67,0,30,4005.0,456,133.5,15.724137931034482,838.3100000000001,train
69,35,2,122.75,42,61.375,7.0,0.0,train
70,161,5,245.42,429,49.083999999999996,67.0,80.1,train
71,0,13,827.24,356,63.63384615384616,29.666666666666668,90.24,train
72,164,2,137.81,288,68.905,124.0,0.0,train
73,187,2,67.4,322,33.7,135.0,0.0,train
74,21,19,1785.04,458,93.94947368421053,24.27777777777778,422.39,train
75,21,8,840.08,459,105.01,62.57142857142857,162.98,train
76,84,10,967.3,451,96.72999999999999,40.77777777777778,96.48,train
77,10,11,1057.6200000000001,358,96.14727272727274,34.8,0.0,train
79,0,87,11693.18,458,134.40436781609196,5.325581395348837,1888.84,train
80,4,48,14267.51,441,297.2397916666667,9.297872340425531,2253.58,train
82,78,17,1024.1299999999999,440,60.24294117647058,22.625,79.45,train
83,3,21,1635.3899999999999,459,77.87571428571428,22.8,0.0,train
84,76,3,92.15,294,30.71666666666667,109.0,66.93,train
85,19,13,1390.1299999999999,385,106.93307692307691,30.5,106.21,train
86,23,6,182.22,362,30.37,67.8,0.0,train
87,159,3,126.8,361,42.266666666666666,101.0,57.97,train
88,4,14,948.31,377,67.73642857142856,28.692307692307693,129.23,train
89,1,42,6443.87,440,153.4254761904762,10.707317073170731,916.78,train
90,180,1,39.91,180,39.91,0.0,0.0,train
92,4,10,1182.03,294,118.203,32.22222222222222,580.9,train
93,27,8,1216.0,453,152.0,60.857142857142854,327.53,train
94,32,8,1122.42,434,140.3025,57.42857142857143,142.21,train
96,30,8,494.75,361,61.84375,47.285714285714285,0.0,train
97,388,1,21.13,388,21.13,0.0,49.55,train
98,37,26,5184.68,456,199.41076923076923,16.76,1236.65,train
99,93,3,277.23,115,92.41000000000001,11.0,0.0,train
100,231,4,215.64,441,53.91,70.0,0.0,train
101,9,47,7498.01,458,159.53212765957448,9.76086956521739,1620.25,train
102,231,1,31.25,231,31.25,0.0,43.26,train
103,132,5,122.67,449,24.534,79.25,67.35,train
104,2,20,4283.9,460,214.195,24.105263157894736,1279.22,train
105,200,8,693.45,413,86.68125,30.428571428571427,478.56,train
106,283,2,85.28,354,42.64,71.0,0.0,train
107,1,40,6091.04,455,152.276,11.64102564102564,1578.47,train
108,4,11,719.17,435,65.3790909090909,43.1,204.35000000000002,train
109,132,6,154.07999999999998,376,25.679999999999996,48.8,45.07,train
110,121,2,125.1,436,62.55,315.0,0.0,train
111,17,11,923.8,443,83.98181818181818,42.6,178.51,train
112,70,29,8297.42,455,286.11793103448275,13.75,1979.99,train
113,4,28,6490.46,420,231.80214285714285,15.407407407407407,2918.8,train
114,10,15,1107.68,438,73.84533333333334,30.571428571428573,187.45,train
115,1,3,67.6,373,22.53333333333333,186.0,29.15,train
116,40,5,159.36,314,31.872000000000003,68.5,0.0,train
117,66,6,80.99,362,13.498333333333333,59.2,40.96,train
118,15,26,6537.92,459,251.45846153846153,17.76,2130.37,train
119,233,3,238.2,395,79.39999999999999,81.0,0.0,train
120,422,1,48.42,422,48.42,0.0,0.0,train
121,50,2,22.28,167,11.14,117.0,0.0,train
122,11,11,1114.85,426,101.35,41.5,112.03,train
123,47,10,1137.92,456,113.792,45.44444444444444,283.94,train
124,69,11,1753.66,383,159.42363636363638,31.4,467.01,train
125,96,9,1314.41,351,146.04555555555555,31.875,158.69,train
126,174,6,599.15,380,99.85833333333333,41.2,421.41999999999996,train
127,18,25,3759.64,451,150.38559999999998,18.041666666666668,730.3299999999999,train
128,0,4,211.89,399,52.9725,133.0,0.0,train
129,29,14,1107.23,387,79.08785714285715,27.53846153846154,198.93,train
130,37,14,968.8000000000001,405,69.2,28.307692307692307,173.22,train
131,5,15,1636.01,425,109.06733333333334,30.0,198.64,train
132,28,41,5459.38,460,133.15560975609756,10.8,1072.5500000000002,train
133,0,38,6311.18,460,166.08368421052631,12.432432432432432,1448.92,train
134,35,19,2752.45,447,144.8657894736842,22.88888888888889,694.35,train
135,7,5,197.47,138,39.494,32.75,50.45,train
136,4,37,5708.24,449,154.27675675675675,12.36111111111111,1090.55,train
137,20,4,109.03,387,27.2575,122.33333333333333,0.0,train
139,8,15,701.97,446,46.798,31.285714285714285,0.0,train
140,121,3,103.59,252,34.53,65.5,109.03,train
141,75,6,656.37,416,109.395,68.2,102.36,train
142,58,10,749.86,442,74.986,42.666666666666664,267.54,train
143,24,9,1137.55,371,126.39444444444445,43.375,152.59,train
144,1,2,137.35,326,68.675,325.0,0.0,train
145,319,1,34.34,319,34.34,0.0,0.0,train
146,299,4,403.49,391,100.8725,30.666666666666668,0.0,train
147,7,45,9091.68,445,202.03733333333335,9.954545454545455,2549.27,train
148,31,2,89.25,277,44.625,246.0,0.0,train
149,144,6,297.73,448,49.62166666666667,60.8,53.0,train
151,8,4,236.32,454,59.08,148.66666666666666,0.0,train
152,34,15,1555.84,427,103.72266666666665,28.071428571428573,0.0,train
153,23,6,805.28,371,134.21333333333334,69.6,127.6,train
154,328,1,42.4,328,42.4,0.0,0.0,train
155,36,29,3515.7000000000003,449,121.23103448275863,14.75,1130.46,train
156,112,9,719.75,422,79.97222222222223,38.75,270.28,train
157,141,6,352.65,437,58.775,59.2,50.27,train
158,132,4,306.47,263,76.6175,43.666666666666664,0.0,train
159,5,43,9305.52,405,216.40744186046513,9.523809523809524,2253.83,train
160,3,13,2059.59,452,158.43,37.416666666666664,503.90999999999997,train
161,15,25,2870.71,460,114.8284,18.541666666666668,467.42,train
162,85,16,978.66,449,61.16625,24.266666666666666,424.07,train
163,82,8,985.7,346,123.2125,37.714285714285715,109.63,train
164,109,4,131.32,312,32.83,67.66666666666667,57.480000000000004,train
165,38,9,797.74,342,88.63777777777779,38.0,115.99,train
166,15,15,1213.45,450,80.89666666666668,31.071428571428573,136.76,train
167,4,37,8430.26,457,227.84486486486486,12.583333333333334,1625.95,train
168,62,8,356.93,435,44.61625,53.285714285714285,92.27000000000001,train
169,0,10,1006.67,446,100.667,49.55555555555556,230.39,train
170,115,9,870.95,395,96.77222222222223,35.0,88.01,train
171,35,5,387.9,414,77.58,94.75,0.0,train
172,11,4,158.19,444,39.5475,144.33333333333334,0.0,train
173,378,2,94.97999999999999,453,47.489999999999995,75.0,0.0,train
174,170,2,126.65,369,63.325,199.0,0.0,train
175,39,3,175.57,282,58.52333333333333,121.5,58.86,train
176,15,14,1699.16,456,121.36857142857143,33.92307692307692,466.93,train
177,38,15,1673.46,405,111.56400000000001,26.214285714285715,342.71000000000004,train
178,78,4,243.05,278,60.7625,66.66666666666667,60.66,train
179,16,27,5476.62,455,202.83777777777777,16.884615384615383,1552.46,train
180,66,3,148.96,184,49.653333333333336,59.0,50.82,train
181,248,2,50.989999999999995,404,25.494999999999997,156.0,0.0,train
182,68,14,960.95,419,68.63928571428572,27.0,326.56,train
183,60,4,236.25,371,59.0625,103.66666666666667,0.0,train
184,178,1,53.11,178,53.11,0.0,0.0,train
185,160,2,160.84,251,80.42,91.0,81.5,train
186,4,54,9791.23,456,181.31907407407405,8.528301886792454,1275.3,train
187,36,16,1586.69,458,99.168125,28.133333333333333,194.14,train
188,33,3,179.81,431,59.93666666666667,199.0,45.53,train
189,90,2,99.62,392,49.81,302.0,52.85,train
190,14,6,413.81,406,68.96833333333333,78.4,97.32,train
191,33,29,5089.45,431,175.49827586206897,14.214285714285714,689.4,train
192,201,4,233.59,393,58.3975,64.0,55.31,train
193,72,21,2391.56,446,113.88380952380952,18.7,459.7,train
194,22,6,63.18,389,10.53,73.4,9.24,train
195,47,11,1331.05,394,121.00454545454545,34.7,228.39,train
196,0,52,7526.04,440,144.73153846153846,8.627450980392156,1821.08,train
197,17,8,657.88,392,82.235,53.57142857142857,250.63,train
198,14,43,8817.27,432,205.05279069767442,9.952380952380953,1269.24,train
199,7,15,1446.55,452,96.43666666666667,31.785714285714285,192.64,train
200,100,3,92.64,407,30.88,153.5,28.89,train
201,139,3,127.14000000000001,457,42.38,159.0,0.0,train
202,15,58,12117.48,455,208.92206896551724,7.719298245614035,1486.55,train
203,8,5,259.15999999999997,309,51.831999999999994,75.25,204.77,train
204,34,4,161.64000000000001,456,40.410000000000004,140.66666666666666,45.5,train
205,4,48,9331.49,444,194.40604166666665,9.361702127659575,2059.06,train
206,16,5,122.69,447,24.538,107.75,0.0,train
208,1,27,4191.66,452,155.24666666666667,17.346153846153847,1174.38,train
209,12,4,360.33,326,90.0825,104.66666666666667,238.14,train
210,328,1,63.77,328,63.77,0.0,0.0,train
211,112,11,523.24,442,47.56727272727273,33.0,73.57,train
212,187,2,54.5,413,27.25,226.0,0.0,train
214,12,8,895.05,418,111.88125,58.0,130.99,train
215,11,8,160.05,454,20.00625,63.285714285714285,20.31,train
216,4,17,1539.62,430,90.56588235294117,26.625,172.9,train
217,258,1,56.05,258,56.05,0.0,0.0,train
218,0,62,15068.07,437,243.0333870967742,7.163934426229508,2713.44,train
219,6,38,13063.22,441,343.76894736842104,11.756756756756756,2144.49,train
220,164,4,94.53,460,23.6325,98.66666666666667,56.21,train
221,101,1,24.89,101,24.89,0.0,25.45,train
222,5,24,4816.68,456,200.69500000000002,19.608695652173914,471.08,train
223,1,34,8784.63,455,258.3714705882353,13.757575757575758,1425.44,train
224,8,4,281.06,330,70.265,107.33333333333333,0.0,train
225,22,11,1038.77,450,94.43363636363637,42.8,98.08,train
226,198,1,68.7,198,68.7,0.0,0.0,train
227,14,11,688.94,399,62.63090909090909,38.5,0.0,train
228,10,47,6520.75,454,138.73936170212767,9.652173913043478,915.41,train
229,394,1,99.17,394,99.17,0.0,179.2,train
230,77,2,147.03,277,73.515,200.0,176.89,train
231,50,3,131.45,248,43.81666666666666,99.0,0.0,train
232,25,4,222.07999999999998,253,55.519999999999996,76.0,0.0,train
233,18,21,1573.17,421,74.91285714285715,20.15,291.36,train
234,45,6,745.5,319,124.25,54.8,112.65,train
235,221,4,168.54,308,42.135,29.0,55.09,train
236,0,11,783.3299999999999,451,71.21181818181817,45.1,0.0,train
237,4,33,3654.6,453,110.74545454545455,14.03125,617.42,train
238,60,8,810.23,420,101.27875,51.42857142857143,92.81,train
239,52,9,1041.69,386,115.74333333333334,41.75,389.53,train
240,54,4,284.23,450,71.0575,132.0,0.0,train
241,60,7,993.5600000000001,391,141.93714285714287,55.166666666666664,138.12,train
242,6,14,738.09,444,52.72071428571429,33.69230769230769,0.0,train
243,35,3,110.96000000000001,289,36.98666666666667,127.0,0.0,train
244,22,9,332.26,448,36.91777777777778,53.25,0.0,train
245,40,6,515.38,392,85.89666666666666,70.4,0.0,train
246,6,19,1263.54,442,66.50210526315789,24.22222222222222,161.39,train
247,251,6,219.05,407,36.50833333333333,31.2,28.32,train
248,24,4,240.70999999999998,258,60.177499999999995,78.0,55.98,train
249,9,15,1690.6499999999999,379,112.71,26.428571428571427,253.14,train
250,35,5,179.05,456,35.81,105.25,194.13,train
251,14,9,355.99,425,39.55444444444444,51.375,28.9,train
252,193,2,83.9,200,41.95,7.0,39.15,train
253,53,5,165.86,448,33.172000000000004,98.75,0.0,train
254,39,5,182.47,349,36.494,77.5,32.5,train
255,53,3,32.6,454,10.866666666666667,200.5,0.0,train
256,19,3,106.21000000000001,361,35.403333333333336,171.0,66.69,train
257,42,8,126.62,400,15.8275,51.142857142857146,0.0,train
258,220,7,253.64,430,36.23428571428571,35.0,0.0,train
259,116,7,316.48,453,45.21142857142858,56.166666666666664,98.59,train
260,4,17,3576.8199999999997,457,210.4011764705882,28.3125,1491.84,train
261,13,38,6707.48,451,176.51263157894735,11.837837837837839,1154.81,train
262,57,5,571.41,326,114.282,67.25,62.52,train
263,8,19,2061.38,403,108.49368421052633,21.944444444444443,244.66000000000003,train
264,57,10,949.29,376,94.929,35.44444444444444,236.33,train
266,3,15,1458.19,455,97.21266666666666,32.285714285714285,83.76,train
267,5,2,71.72,218,35.86,213.0,83.06,train
268,51,9,895.87,384,99.5411111111111,41.625,0.0,train
269,79,2,165.16,388,82.58,309.0,127.84,train
270,1,53,14739.48,453,278.1033962264151,8.692307692307692,1662.07,train
271,57,6,471.76,458,78.62666666666667,80.2,0.0,train
272,19,33,6716.43,455,203.52818181818182,13.625,1313.76,train
273,19,37,5775.88,452,156.10486486486488,12.027777777777779,462.51,train
274,14,11,1091.89,416,99.26272727272728,40.2,396.37,train
275,164,2,69.64,438,34.82,274.0,0.0,train
276,50,3,129.45,291,43.15,120.5,94.33,train
277,182,6,62.55,297,10.424999999999999,23.0,24.509999999999998,train
278,176,5,303.0,420,60.6,61.0,0.0,train
279,42,9,694.88,402,77.2088888888889,45.0,0.0,train
280,96,4,38.07,352,9.5175,85.33333333333333,12.5,train
281,8,7,583.19,301,83.31285714285715,48.833333333333336,180.92,train
282,24,10,995.1800000000001,439,99.518,46.111111111111114,93.46,train
283,314,5,382.62,447,76.524,33.25,0.0,train
284,6,7,677.92,447,96.84571428571428,73.5,152.03,train
285,35,4,210.87,415,52.7175,126.66666666666667,0.0,train
286,23,4,312.95,459,78.2375,145.33333333333334,0.0,train
287,23,56,7121.22,458,127.16464285714287,7.909090909090909,1624.5,train
288,53,19,2015.54,432,106.08105263157894,21.055555555555557,0.0,train
289,69,3,173.48000000000002,436,57.826666666666675,183.5,139.84,train
290,111,15,2392.65,420,159.51000000000002,22.071428571428573,455.12,train
291,88,6,608.51,369,101.41833333333334,56.2,0.0,train
292,9,20,3120.4700000000003,452,156.0235,23.31578947368421,849.4100000000001,train
293,133,3,147.5,428,49.166666666666664,147.5,99.33,train
294,31,25,7560.49,457,302.4196,17.75,1498.3400000000001,train
295,30,7,312.31,361,44.61571428571428,55.166666666666664,0.0,train
296,37,7,573.23,446,81.89,68.16666666666667,209.67000000000002,train
297,294,1,15.46,294,15.46,0.0,0.0,train
298,14,2,178.45999999999998,169,89.22999999999999,155.0,0.0,train
299,30,8,813.16,427,101.645,56.714285714285715,114.99,train
300,21,16,1772.37,456,110.773125,29.0,120.43,train
301,59,14,395.82,449,28.27285714285714,30.0,61.45,train
302,73,3,179.07999999999998,313,59.69333333333333,120.0,0.0,train
303,192,7,420.21000000000004,365,60.03000000000001,28.833333333333332,104.84,train
304,76,6,259.34000000000003,438,43.223333333333336,72.4,0.0,train
305,278,2,55.81,428,27.905,150.0,0.0,train
306,87,5,191.37,455,38.274,92.0,163.69,train
307,125,3,216.15,238,72.05,56.5,0.0,train
308,0,28,4379.52,451,156.4114285714286,16.703703703703702,483.19,train
309,66,10,1187.25,410,118.725,38.22222222222222,284.18,train
310,48,5,151.42000000000002,456,30.284000000000002,102.0,17.52,train
311,51,8,589.69,420,73.71125,52.714285714285715,159.24,train
312,78,13,1014.31,455,78.02384615384615,31.416666666666668,0.0,train
313,72,3,203.13,331,67.71,129.5,34.69,train
314,37,2,135.75,309,67.875,272.0,62.96,train
315,99,14,1439.9299999999998,447,102.85214285714285,26.76923076923077,448.8,train
316,27,8,1193.2,390,149.15,51.857142857142854,432.46,train
317,98,2,88.64,189,44.32,91.0,117.91999999999999,train
318,9,11,1336.05,410,121.4590909090909,40.1,242.54000000000002,train
319,0,48,3744.63,459,78.013125,9.76595744680851,726.35,train
320,18,20,2500.53,409,125.02650000000001,20.57894736842105,330.0,train
321,34,5,140.25,256,28.05,55.5,0.0,train
322,5,43,9961.61,460,231.6653488372093,10.833333333333334,3067.95,train
323,177,2,111.89,298,55.945,121.0,41.45,train
324,245,1,72.3,245,72.3,0.0,0.0,train
325,57,12,908.46,430,75.705,33.90909090909091,0.0,train
326,129,3,154.12,282,51.373333333333335,76.5,39.62,train
327,8,33,3941.22,437,119.43090909090908,13.40625,823.77,train
328,11,55,2864.74,450,52.086181818181814,8.12962962962963,438.51,train
329,6,48,9093.07,451,189.43895833333332,9.46808510638298,930.76,train
330,5,25,3874.04,435,154.9616,17.916666666666668,1134.71,train
332,1,9,498.71,377,55.41222222222222,47.0,0.0,train
333,1,40,6994.45,445,174.86124999999998,11.384615384615385,1730.81,train
334,5,6,92.98,454,15.496666666666668,89.8,29.59,train
335,3,46,11896.48,457,258.6191304347826,10.088888888888889,1897.46,train
336,25,27,5458.72,440,202.17481481481482,15.961538461538462,1043.51,train
337,162,3,247.37,253,82.45666666666666,45.5,74.9,train
338,44,5,138.41,365,27.682,80.25,28.73,train
339,12,25,4765.57,455,190.62279999999998,18.458333333333332,1036.76,train
340,15,31,6226.32,458,200.8490322580645,14.766666666666667,2350.28,train
341,25,8,256.84000000000003,407,32.105000000000004,54.57142857142857,81.71000000000001,train
342,290,1,32.91,290,32.91,0.0,88.9,train
343,8,13,1074.36,455,82.64307692307692,37.25,73.62,train
344,0,49,7516.32,447,153.3942857142857,9.3125,1197.92,train
346,130,2,104.36,426,52.18,296.0,47.65,train
347,11,7,412.03,452,58.86142857142857,73.5,69.50999999999999,train
348,24,8,580.47,350,72.55875,46.57142857142857,0.0,train
349,13,29,8513.34,433,293.5634482758621,15.0,2034.41,train
350,25,7,304.73,425,43.53285714285715,66.66666666666667,0.0,train
351,352,2,117.87,376,58.935,24.0,0.0,train
352,67,4,157.28,449,39.32,127.33333333333333,0.0,train
353,3,44,7848.87,438,178.38340909090908,10.116279069767442,1199.77,train
354,44,3,36.39,441,12.13,198.5,0.0,train
355,30,6,356.67,361,59.445,66.2,133.34,train
356,5,26,2831.89,437,108.91884615384615,17.28,316.56,train
357,32,10,1147.42,457,114.742,47.22222222222222,342.17999999999995,train
358,6,19,5130.72,453,270.03789473684213,24.833333333333332,1958.1,train
359,22,10,1207.57,354,120.75699999999999,36.888888888888886,275.66,train
360,52,52,10916.01,448,209.92326923076922,7.764705882352941,3327.3,train
361,0,59,14414.7,455,244.31694915254238,7.844827586206897,3042.38,train
362,13,6,344.15999999999997,444,57.35999999999999,86.2,270.34000000000003,train
363,366,1,43.8,366,43.8,0.0,0.0,train
364,61,14,1765.98,454,126.14142857142858,30.23076923076923,483.45,train
365,3,20,1649.43,434,82.4715,22.68421052631579,68.34,train
366,294,2,56.94,365,28.47,71.0,37.66,train
367,16,39,5335.11,444,136.7976923076923,11.263157894736842,270.82,train
368,10,22,3803.41,449,172.88227272727272,20.904761904761905,1079.3899999999999,train
369,14,18,3779.58,443,209.97666666666666,25.235294117647058,1106.53,train
370,26,12,1507.71,460,125.6425,39.45454545454545,105.64,train
371,24,24,3851.52,400,160.48,16.347826086956523,1024.05,train
372,174,2,40.34,203,20.17,29.0,0.0,train
373,95,4,118.42,447,29.605,117.33333333333333,31.17,train
374,29,7,465.75,420,66.53571428571429,65.16666666666667,63.98,train
375,52,2,53.09,239,26.545,187.0,23.32,train
376,275,1,65.36,275,65.36,0.0,0.0,train
377,38,12,1098.77,412,91.56416666666667,34.0,178.16,train
378,12,9,889.14,357,98.79333333333334,43.125,105.03,train
380,53,9,1087.5,368,120.83333333333333,39.375,0.0,train
381,230,4,304.96,434,76.24,68.0,0.0,train
382,10,47,9731.77,439,207.05893617021277,9.326086956521738,930.6800000000001,train
383,101,6,541.42,364,90.23666666666666,52.6,0.0,train
384,5,16,3381.92,459,211.37,30.266666666666666,1162.0,train
385,47,9,894.8199999999999,367,99.42444444444443,40.0,354.6,train
386,47,1,21.57,47,21.57,0.0,0.0,train
387,62,3,98.51,131,32.836666666666666,34.5,124.32,train
388,146,2,116.47,268,58.235,122.0,126.84,train
389,49,17,1619.11,445,95.24176470588235,24.75,401.54999999999995,train
390,28,21,2293.51,450,109.21476190476191,21.1,132.96,train
391,6,63,8024.77,457,127.37730158730159,7.274193548387097,1029.2,train
392,276,2,39.480000000000004,300,19.740000000000002,24.0,17.15,train
393,65,2,149.19,436,74.595,371.0,0.0,train
394,136,7,440.31,439,62.901428571428575,50.5,129.65,train
395,2,31,7414.59,420,239.18032258064517,13.933333333333334,446.0,train
396,33,6,288.88,436,48.14666666666667,80.6,0.0,train
397,17,62,8189.98,454,132.09645161290322,7.163934426229508,369.67,train
398,41,7,309.92,417,44.27428571428572,62.666666666666664,111.1,train
399,51,4,174.23,435,43.5575,128.0,0.0,train
400,60,8,564.25,446,70.53125,55.142857142857146,0.0,train
401,59,2,115.38999999999999,150,57.69499999999999,91.0,0.0,train
402,17,34,6148.32,442,180.83294117647057,12.878787878787879,908.75,train
403,3,20,2360.3,443,118.01500000000001,23.157894736842106,652.3299999999999,train
404,83,3,247.73,407,82.57666666666667,162.0,0.0,train
405,55,11,2570.98,425,233.72545454545454,37.0,1091.99,train
406,193,2,49.09,298,24.545,105.0,0.0,train
407,64,13,1639.65,453,126.12692307692308,32.416666666666664,94.16,train
409,4,52,11288.85,453,217.09326923076924,8.803921568627452,2246.87,train
410,44,9,626.17,459,69.57444444444444,51.875,68.71,train
411,18,4,188.37,309,47.0925,97.0,0.0,train
412,93,19,2606.35,460,137.17631578947368,20.38888888888889,636.88,train
413,4,58,12556.33,450,216.48844827586205,7.824561403508772,2241.94,train
414,153,12,851.29,451,70.94083333333333,27.09090909090909,156.07,train
415,17,20,1595.56,432,79.77799999999999,21.842105263157894,353.21,train
416,65,5,104.75,320,20.95,63.75,45.69,train
417,104,7,651.84,264,93.12,26.666666666666668,201.6,train
418,175,2,58.3,266,29.15,91.0,0.0,train
419,59,7,519.39,283,74.19857142857143,37.333333333333336,0.0,train
420,4,42,8137.21,457,193.74309523809524,11.048780487804878,803.04,train
421,4,22,2968.7200000000003,439,134.9418181818182,20.714285714285715,354.43,train
422,85,4,168.8,369,42.2,94.66666666666667,0.0,train
423,70,4,87.44,411,21.86,113.66666666666667,23.57,train
424,366,4,668.85,409,167.2125,14.333333333333334,0.0,train
425,141,8,370.85,315,46.35625,24.857142857142858,41.76,train
426,74,22,3896.99,460,177.13590909090908,18.38095238095238,1353.04,train
427,0,16,955.96,444,59.7475,29.6,136.79000000000002,train
428,1,37,7522.099999999999,449,203.29999999999998,12.444444444444445,1558.94,train
429,236,4,251.95999999999998,422,62.989999999999995,62.0,68.69,train
430,79,3,189.74,344,63.24666666666667,132.5,0.0,train
431,122,2,99.91,196,49.955,74.0,46.52,train
432,14,24,1916.41,429,79.85041666666667,18.043478260869566,478.63,train
433,116,2,124.71000000000001,376,62.355000000000004,260.0,0.0,train
434,32,24,8184.89,452,341.0370833333333,18.26086956521739,1552.27,train
435,423,1,46.77,423,46.77,0.0,0.0,train
436,41,11,907.92,410,82.53818181818181,36.9,184.03,train
437,0,6,113.08,453,18.846666666666668,90.6,17.66,train
438,0,39,8654.38,446,221.90717948717946,11.736842105263158,2036.79,train
439,63,18,1563.51,442,86.86166666666666,22.294117647058822,271.3,train
440,62,4,87.32000000000001,430,21.830000000000002,122.66666666666667,0.0,train
441,48,3,185.84,289,61.946666666666665,120.5,0.0,train
442,64,5,241.17000000000002,443,48.234,94.75,0.0,train
443,35,9,515.16,427,57.239999999999995,49.0,164.31,train
444,72,5,328.13,351,65.626,69.75,0.0,train
445,39,1,78.68,39,78.68,0.0,0.0,train
446,44,5,341.65999999999997,434,68.332,97.5,70.56,train
447,190,4,258.66999999999996,358,64.66749999999999,56.0,0.0,train
448,135,7,853.48,410,121.92571428571429,45.833333333333336,0.0,train
449,30,17,2700.45,456,158.85,26.625,519.51,train
450,0,46,8036.65,457,174.70978260869563,10.155555555555555,1088.81,train
451,0,38,8288.86,440,218.1278947368421,11.891891891891891,1305.15,train
452,23,7,329.49,439,47.07,69.33333333333333,58.33,train
453,85,10,919.36,414,91.936,36.55555555555556,0.0,train
454,15,12,1336.8600000000001,425,111.40500000000002,37.27272727272727,0.0,train
455,25,32,6646.3,433,207.696875,13.161290322580646,2060.02,train
456,11,45,9934.1,434,220.7577777777778,9.613636363636363,3207.48,train
